judul,sumber,tanggal,skor,saham,link
"Tinjau Stok BBM di Sejumlah SPBU Jateng, Bahlil: Insyaallah Doa ya, Jangan Naik",IDX Channel,"Thu, 26 Mar 2026 16:48:00 +070",1,,https://www.idxchannel.com/economics/tinjau-stok-bbm-di-sejumlah-spbu-jateng-bahlil-insyaallah-doa-ya-jangan-naik
OMED Catat Laba Bersih Naik 14 Persen Jadi Rp367 Miliar di 2025,IDX Channel,"Thu, 26 Mar 2026 16:45:00 +070",2,,https://www.idxchannel.com/market-news/omed-catat-laba-bersih-naik-14-persen-jadi-rp367-miliar-di-2025
Arab Saudi Tuding Serangan Iran ke Negara Timur Tengah Sengaja Dipersiapkan Sebelumnya,IDX Channel,"Thu, 26 Mar 2026 16:34:00 +070",0,,https://www.idxchannel.com/news/arab-saudi-tuding-serangan-iran-ke-negara-timur-tengah-sengaja-dipersiapkan-sebelumnya
"Pendapatan Metrodata (MTDL) Tumbuh 8,1 Persen Sepanjang 2025, Ini Segmen Penopangnya",IDX Channel,"Thu, 26 Mar 2026 16:30:00 +070",1,,https://www.idxchannel.com/market-news/pendapatan-metrodata-mtdl-tumbuh-81-persen-sepanjang-2025-ini-segmen-penopangnya
"10 Saham Top Gainer Perdagangan Kamis 26 Maret 2026, Simak Daftar Emitennya",IDX Channel,"Thu, 26 Mar 2026 16:29:00 +070",1,,https://www.idxchannel.com/market-news/10-saham-top-gainer-perdagangan-kamis-26-maret-2026-simak-daftar-emitennya
"H+5 Lebaran 2026, Arus Balik di Jalur Pantura Cirebon Didominasi Pemudik dengan Motor",IDX Channel,"Thu, 26 Mar 2026 16:24:00 +070",0,,https://www.idxchannel.com/news/h5-lebaran-2026-arus-balik-di-jalur-pantura-cirebon-didominasi-pemudik-dengan-motor
210 Ribu Orang Telah Kembali ke Jakarta Naik Kereta selama Arus Balik Lebaran,IDX Channel,"Thu, 26 Mar 2026 16:23:00 +070",1,,https://www.idxchannel.com/economics/210-ribu-orang-telah-kembali-ke-jakarta-naik-kereta-selama-arus-balik-lebaran
"Jelang RUPSLB Minta Restu Go Private, Dua Anggota Dewan Komisaris EDGE Resign",IDX Channel,"Thu, 26 Mar 2026 16:20:00 +070",0,,https://www.idxchannel.com/market-news/jelang-rupslb-minta-restu-go-private-dua-anggota-dewan-komisaris-edge-resign
"Kementerian PKP Akan Kucurkan Rp22,6 Miliar untuk Tata Kawasan Permukiman Kumuh di Samosir",IDX Channel,"Thu, 26 Mar 2026 16:06:00 +070",0,,https://www.idxchannel.com/economics/kementerian-pkp-akan-kucurkan-rp226-miliar-untuk-tata-kawasan-permukiman-kumuh-di-samosir
"5 Cara Mengembalikan Semangat kerja usai Libur Panjang, Cocok untuk Pekerja Sibuk",IDX Channel,"Thu, 26 Mar 2026 16:03:00 +070",0,,https://www.idxchannel.com/milenomic/5-cara-mengembalikan-semangat-kerja-usai-libur-panjang-cocok-untuk-pekerja-sibuk
"Cari Cara Jaga Subsidi, Bahlil Pastikan Belum ada Kenaikan Harga BBM",CNBC Indonesia,"Thu, 26 Mar 2026 16:52:11 +070",1,,https://www.cnbcindonesia.com/news/20260326164223-4-721672/cari-cara-jaga-subsidi-bahlil-pastikan-belum-ada-kenaikan-harga-bbm
"Jumlah Perceraian di RI Melonjak, Banyak Disebabkan Judi - Zina",CNBC Indonesia,"Thu, 26 Mar 2026 16:50:15 +070",0,,https://www.cnbcindonesia.com/research/20260326143904-128-721609/jumlah-perceraian-di-ri-melonjak-banyak-disebabkan-judi--zina
"Timur Tengah Memanas, OJK Peringatkan Industri Asuransi Umum Siaga",CNBC Indonesia,"Thu, 26 Mar 2026 16:45:25 +070",0,,https://www.cnbcindonesia.com/news/20260326125308-8-721563/timur-tengah-memanas-ojk-peringatkan-industri-asuransi-umum-siaga
"Pusingnya Penjual Cabai: Harga Bertahan Tinggi, Terancam Busuk Sia-Sia",CNBC Indonesia,"Thu, 26 Mar 2026 16:45:00 +070",0,,https://www.cnbcindonesia.com/news/20260326144250-7-721612/pusingnya-penjual-cabai-harga-bertahan-tinggi-terancam-busuk-sia-sia
"Aturan Indonesia Terbukti Benar, Warga Amerika Setuju",CNBC Indonesia,"Thu, 26 Mar 2026 16:40:00 +070",0,,https://www.cnbcindonesia.com/tech/20260326134037-37-721603/aturan-indonesia-terbukti-benar-warga-amerika-setuju
Bea Keluar Batu Bara Dinilai Tepat Dongkrak Penerimaan Negara,CNBC Indonesia,"Thu, 26 Mar 2026 16:35:05 +070",0,,https://www.cnbcindonesia.com/news/20260326152410-4-721641/bea-keluar-batu-bara-dinilai-tepat-dongkrak-penerimaan-negara
"Soal PNM, Purbaya: Bos Danantara Katanya Setuju, di Bawahnya Gak Tahu",CNBC Indonesia,"Thu, 26 Mar 2026 16:30:18 +070",0,,https://www.cnbcindonesia.com/market/20260326152255-17-721639/soal-pnm-purbaya-bos-danantara-katanya-setuju-di-bawahnya-gak-tahu
OJK Wajibkan Agen Asuransi Gunakan QR Code Untuk Verifikasi Legalitas ,CNBC Indonesia,"Thu, 26 Mar 2026 16:30:03 +070",0,,https://www.cnbcindonesia.com/news/20260326125254-8-721562/ojk-wajibkan-agen-asuransi-gunakan-qr-code-untuk-verifikasi-legalitas
Bahlil Imbau Warga Pakai Energi BBM-LPG dengan Bijak,CNBC Indonesia,"Thu, 26 Mar 2026 16:27:33 +070",0,,https://www.cnbcindonesia.com/news/20260326162333-4-721663/bahlil-imbau-warga-pakai-energi-bbm-lpg-dengan-bijak
"IHSG Hari Ini Turun 1,89%, Balik Lagi ke Level 7.100-an",CNBC Indonesia,"Thu, 26 Mar 2026 16:25:12 +070",-1,,https://www.cnbcindonesia.com/market/20260326155602-17-721661/ihsg-hari-ini-turun-189-balik-lagi-ke-level-7100-an
"Dunia Kena, Bahlil Yakinkan Bisa Jaga Pasokan Hingga Harga BBM Cs RI",CNBC Indonesia,"Thu, 26 Mar 2026 16:22:24 +070",0,,https://www.cnbcindonesia.com/news/20260326160336-4-721662/dunia-kena-bahlil-yakinkan-bisa-jaga-pasokan-hingga-harga-bbm-cs-ri
Video: Harapan Sektor Konstruksi ditengah Efisiensi Tahun 2026,CNBC Indonesia,"Thu, 26 Mar 2026 16:20:39 +070",0,,https://www.cnbcindonesia.com/news/20260326153339-8-721642/video-harapan-sektor-konstruksi-ditengah-efisiensi-tahun-2026
"Ada Perang, Dubes Saudi Ungkap Nasib Ibadah Haji 2026-Ini Keputusannya",CNBC Indonesia,"Thu, 26 Mar 2026 16:20:00 +070",-1,,https://www.cnbcindonesia.com/news/20260326155449-4-721648/ada-perang-dubes-saudi-ungkap-nasib-ibadah-haji-2026-ini-keputusannya
Beli Rumah vs Bangun Sendiri: Mana yang Lebih Untung di 2026?,CNBC Indonesia,"Thu, 26 Mar 2026 16:15:31 +070",1,,https://www.cnbcindonesia.com/mymoney/20260326160146-72-721657/beli-rumah-vs-bangun-sendiri-mana-yang-lebih-untung-di-2026
"Video: Perang Timteng Kian Panas, Ini Efeknya ke Bisnis Asuransi Umum",CNBC Indonesia,"Thu, 26 Mar 2026 16:15:06 +070",-1,,https://www.cnbcindonesia.com/news/20260326142436-8-721606/video-perang-timteng-kian-panas-ini-efeknya-ke-bisnis-asuransi-umum
"Manfaatkan Volatilitas Geopolitik, Bitcoin Mampu Menembus Badai",CNBC Indonesia,"Thu, 26 Mar 2026 16:12:43 +070",0,,https://www.cnbcindonesia.com/mymoney/20260326160440-72-721654/manfaatkan-volatilitas-geopolitik-bitcoin-mampu-menembus-badai
Wanita China Pecahkan Rekor Bulu Mata Terpanjang di Dunia ,CNBC Indonesia,"Thu, 26 Mar 2026 16:10:41 +070",1,,https://www.cnbcindonesia.com/lifestyle/20260326135540-33-721598/wanita-china-pecahkan-rekor-bulu-mata-terpanjang-di-dunia
"Video: Kembali Efisiensi, Bagaimana Nasib Sektor Konstruksi?",CNBC Indonesia,"Thu, 26 Mar 2026 16:10:39 +070",0,,https://www.cnbcindonesia.com/news/20260326153339-8-721640/video-kembali-efisiensi-bagaimana-nasib-sektor-konstruksi
"Amit-Amit El Nino Godzilla Benar Melanda RI, Seberapa Buruk Efeknya?",CNBC Indonesia,"Thu, 26 Mar 2026 16:05:00 +070",0,,https://www.cnbcindonesia.com/news/20260326142028-4-721605/amit-amit-el-nino-godzilla-benar-melanda-ri-seberapa-buruk-efeknya
OJK Umumkan Tersangka Dugaan Tindak Pindana Perbankan BPR DCN,CNBC Indonesia,"Thu, 26 Mar 2026 16:00:09 +070",-1,,https://www.cnbcindonesia.com/news/20260326125211-8-721561/ojk-umumkan-tersangka-dugaan-tindak-pindana-perbankan-bpr-dcn
Cara Supaya Nomor Tidak Dikenal Tak Bisa Lagi Tawarkan Pinjol,CNBC Indonesia,"Thu, 26 Mar 2026 16:00:00 +070",0,,https://www.cnbcindonesia.com/tech/20260326142112-37-721604/cara-supaya-nomor-tidak-dikenal-tak-bisa-lagi-tawarkan-pinjol
"Daftar 10 Mata Uang Terlemah di Tengah Perang Iran, Ada Rupiah?",CNBC Indonesia,"Thu, 26 Mar 2026 15:55:14 +070",-1,,https://www.cnbcindonesia.com/research/20260326111402-128-721519/daftar-10-mata-uang-terlemah-di-tengah-perang-iran-ada-rupiah
"Tambang Emas Martabe Diizinkan Beroperasi Lagi, Ini Reaksi Agincourt",CNBC Indonesia,"Thu, 26 Mar 2026 15:52:41 +070",0,INCO,https://www.cnbcindonesia.com/news/20260326154648-4-721644/tambang-emas-martabe-diizinkan-beroperasi-lagi-ini-reaksi-agincourt
"Masif Adopsi AI dan Cloud di Perusahaan, Waspada Risiko Keamanan Data",CNBC Indonesia,"Thu, 26 Mar 2026 15:50:42 +070",0,,https://www.cnbcindonesia.com/tech/20260326152328-39-721638/masif-adopsi-ai-cloud-di-perusahaan-waspada-risiko-keamanan-data
"Kabar Terbaru Aturan WFA ASN, Kapan Berlaku?",CNBC Indonesia,"Thu, 26 Mar 2026 15:45:41 +070",0,,https://www.cnbcindonesia.com/news/20260326135841-4-721600/kabar-terbaru-aturan-wfa-asn-kapan-berlaku
Video: OJK Tegaskan Kinerja Perbankan RI Masih Solid,CNBC Indonesia,"Thu, 26 Mar 2026 15:45:16 +070",1,,https://www.cnbcindonesia.com/news/20260326125139-8-721559/video-ojk-tegaskan-kinerja-perbankan-ri-masih-solid
"Emiten Hermanto Tanoko (RISE) Kantongi Laba Rp 87,19 Miliar",CNBC Indonesia,"Thu, 26 Mar 2026 15:40:46 +070",1,,https://www.cnbcindonesia.com/market/20260326145350-17-721623/emiten-hermanto-tanoko--rise--kantongi-laba-rp-8719-miliar
Update Terbaru 25 Maret 2026: Operasional 1.528 SPPG Disetop Sementara,CNBC Indonesia,"Thu, 26 Mar 2026 15:35:20 +070",0,,https://www.cnbcindonesia.com/news/20260326130714-4-721578/update-terbaru-25-maret-2026-operasional-1528-sppg-disetop-sementara
IMF Siapkan Bantuan Darurat Bagi Negara yang Kena Efek Perang Iran,CNBC Indonesia,"Thu, 26 Mar 2026 15:30:30 +070",-1,,https://www.cnbcindonesia.com/news/20260326144009-4-721611/imf-siapkan-bantuan-darurat-bagi-negara-yang-kena-efek-perang-iran
"Video: ADK Baru OJK Resmi Bertugas, Ini Janji Bos OJK Friderica",CNBC Indonesia,"Thu, 26 Mar 2026 15:30:17 +070",0,,https://www.cnbcindonesia.com/news/20260326125121-8-721558/video-adk-baru-ojk-resmi-bertugas-ini-janji-bos-ojk-friderica
Pemudik Ramai-Ramai Panggul Kardus saat Balik ke Jakarta,CNBC Indonesia,"Thu, 26 Mar 2026 15:29:11 +070",0,,https://www.cnbcindonesia.com/news/20260326151329-7-721628/pemudik-ramai-ramai-panggul-kardus-saat-balik-ke-jakarta
Bahlil Lapor ke Prabowo Soal Batu Bara-Nikel: Kebijakan Belum Berubah,CNBC Indonesia,"Thu, 26 Mar 2026 15:25:05 +070",0,,https://www.cnbcindonesia.com/news/20260326140342-4-721601/bahlil-lapor-ke-prabowo-soal-batu-bara-nikel-kebijakan-belum-berubah
"Bos Shell Sebut Asia Korban Pertama Krisis Energi, Eropa Berikutnya",CNBC Indonesia,"Thu, 26 Mar 2026 15:16:59 +070",-1,,https://www.cnbcindonesia.com/news/20260326151432-4-721629/bos-shell-sebut-asia-korban-pertama-krisis-energi-eropa-berikutnya
Video: Asia di Tepi Jurang Krisis BBM,CNBC Indonesia,"Thu, 26 Mar 2026 15:15:07 +070",-1,,https://www.cnbcindonesia.com/news/20260326125103-8-721557/video-asia-di-tepi-jurang-krisis-bbm
"Drone Swarm Jadi Masa Depan Perang, Ukraina Jadi Laboratoriumnya",CNBC Indonesia,"Thu, 26 Mar 2026 15:10:31 +070",-1,,https://www.cnbcindonesia.com/research/20260326101306-128-721543/drone-swarm-jadi-masa-depan-perang-ukraina-jadi-laboratoriumnya
"Kebut MBG, Kopdes dan Renovasi Sekolah, Prabowo Pede Ekonomi RI 8%!",CNBC Indonesia,"Thu, 26 Mar 2026 15:05:24 +070",0,,https://www.cnbcindonesia.com/news/20260325114749-4-721211/kebut-mbg-kopdes-renovasi-sekolah-prabowo-pede-ekonomi-ri-8
"Rupiah Menguat Tipis, Nilai Tukar Dolar AS Turun ke Rp16.895",CNBC Indonesia,"Thu, 26 Mar 2026 15:04:06 +070",0,,https://www.cnbcindonesia.com/market/20260326145824-17-721621/rupiah-menguat-tipis-nilai-tukar-dolar-as-turun-ke-rp16895
ASUS ExpertCenter P400 AiO P440VA untuk Kebutuhan Kerja Perusahaan,CNBC Indonesia,"Thu, 26 Mar 2026 15:02:53 +070",0,,https://www.cnbcindonesia.com/tech/20260326145925-37-721622/asus-expertcenter-p400-aio-p440va-untuk-kebutuhan-kerja-perusahaan
"Video: Perang Picu Krisis Energi, Asia Terancam Kembali ke Era Pandemi",CNBC Indonesia,"Thu, 26 Mar 2026 15:01:19 +070",-2,,https://www.cnbcindonesia.com/news/20260326125047-8-721556/video-perang-picu-krisis-energi-asia-terancam-kembali-ke-era-pandemi
"OJK Belum Cabut Izin Dana Syariah Indonesia, Ini Penyebabnya",CNBC Indonesia,"Thu, 26 Mar 2026 15:00:27 +070",0,,https://www.cnbcindonesia.com/market/20260326142739-17-721608/ojk-belum-cabut-izin-dana-syariah-indonesia-ini-penyebabnya
"Purbaya Usul WFH Tiap Jumat, ASN dan Swasta Sama-sama Enak",CNBC Indonesia,"Thu, 26 Mar 2026 14:55:30 +070",0,,https://www.cnbcindonesia.com/news/20260326134730-4-721596/purbaya-usul-wfh-tiap-jumat-asn-swasta-sama-sama-enak
"Pasar Gembrong Tiba-Tiba Bangkit dari Kubur, Pedagang Lagi Pesta Pora",CNBC Indonesia,"Thu, 26 Mar 2026 14:50:00 +070",0,,https://www.cnbcindonesia.com/news/20260326133204-7-721584/pasar-gembrong-tiba-tiba-bangkit-dari-kubur-pedagang-lagi-pesta-pora
Iran Sebut Pakistan dan Turki Jadi Mediator Negosiasi Damai Dengan AS,CNBC Indonesia,"Thu, 26 Mar 2026 14:45:56 +070",0,,https://www.cnbcindonesia.com/news/20260326124920-8-721554/iran-sebut-pakistan-turki-jadi-mediator-negosiasi-damai-dengan-as
"Aturan RI Mendunia, Inggris Ikut Langkah Indonesia",CNBC Indonesia,"Thu, 26 Mar 2026 14:45:00 +070",0,,https://www.cnbcindonesia.com/tech/20260326132821-37-721583/aturan-ri-mendunia-inggris-ikut-langkah-indonesia
"Sempat Batal Gegara Perang Iran, Trump Jadi Temui Xi Jinping di China",CNBC Indonesia,"Thu, 26 Mar 2026 14:42:29 +070",-1,,https://www.cnbcindonesia.com/news/20260326110322-4-721511/sempat-batal-gegara-perang-iran-trump-jadi-temui-xi-jinping-di-china
"Chandra Asri (TPIA) Cetak Laba US$ 1,09 MIliar Sepanjang 2025",CNBC Indonesia,"Thu, 26 Mar 2026 14:40:40 +070",1,,https://www.cnbcindonesia.com/market/20260326141139-17-721602/chandra-asri--tpia--cetak-laba-us--109-miliar-sepanjang-2025
"Jepang Tiba-Tiba Batalkan Festival Bunga Sakura, Ada Apa?",CNBC Indonesia,"Thu, 26 Mar 2026 14:35:47 +070",0,,https://www.cnbcindonesia.com/lifestyle/20260326132703-33-721582/jepang-tiba-tiba-batalkan-festival-bunga-sakura-ada-apa
CEO BlackRock 'Warning' Resesi Global Jika Minyak Sentuh USD150 ,CNBC Indonesia,"Thu, 26 Mar 2026 14:30:47 +070",-1,,https://www.cnbcindonesia.com/news/20260326125011-8-721555/ceo-blackrock-warning-resesi-global-jika-minyak-sentuh-usd150
"Impor Kakao RI Meledak, Masalahnya Memang Rumit",CNBC Indonesia,"Thu, 26 Mar 2026 14:25:32 +070",0,,https://www.cnbcindonesia.com/research/20260326132509-128-721594/impor-kakao-ri-meledak-masalahnya-memang-rumit
"El Nino Belum Tentu Bikin Produksi Pangan Seret, Asal RI Lakukan Ini",CNBC Indonesia,"Thu, 26 Mar 2026 14:20:00 +070",0,,https://www.cnbcindonesia.com/news/20260326132043-4-721579/el-nino-belum-tentu-bikin-produksi-pangan-seret-asal-ri-lakukan-ini
"Ratusan SPBU Australia Kehabisan BBM, PM Albanese Gelar Rapat Darurat",CNBC Indonesia,"Thu, 26 Mar 2026 14:15:03 +070",0,,https://www.cnbcindonesia.com/news/20260326124852-8-721553/ratusan-spbu-australia-kehabisan-bbm-pm-albanese-gelar-rapat-darurat
Bahlil Siapkan Relaksasi Terukur untuk Batu Bara dan Nikel,CNBC Indonesia,"Thu, 26 Mar 2026 14:15:00 +070",0,,https://www.cnbcindonesia.com/news/20260326130002-4-721565/bahlil-siapkan-relaksasi-terukur-untuk-batu-bara-nikel
"Maskapai Minta Fuel Surcharge-TBA Naik, Kemenhub Respons-Mulai Hitung?",CNBC Indonesia,"Thu, 26 Mar 2026 14:10:00 +070",1,,https://www.cnbcindonesia.com/news/20260326135340-4-721597/maskapai-minta-fuel-surcharge-tba-naik-kemenhub-respons-mulai-hitung
"Perkuat Infrastruktur Migas, Kunci Ketahanan Energi di Tengah Gejolak",CNBC Indonesia,"Thu, 26 Mar 2026 14:08:23 +070",0,,https://www.cnbcindonesia.com/opini/20260326135654-14-721599/perkuat-infrastruktur-migas-kunci-ketahanan-energi-di-tengah-gejolak
"Net Sell Asing Tembus Rp 20 T, BBCA Terbanyak Dibuang di Pasar Reguler",CNBC Indonesia,"Thu, 26 Mar 2026 14:05:21 +070",-1,BBCA,https://www.cnbcindonesia.com/market/20260326132723-17-721592/net-sell-asing-tembus-rp-20-t-bbca-terbanyak-dibuang-di-pasar-reguler
'Krisis Energi Momentum Benahi Subsidi agar Tepat Sasaran',CNBC Indonesia,"Thu, 26 Mar 2026 14:02:00 +070",-1,,https://www.cnbcindonesia.com/news/20260326134957-4-721595/krisis-energi-momentum-benahi-subsidi-agar-tepat-sasaran
"Usai Libur Lebaran, 9,07 Juta Wajib Pajak Tercatat Sudah Lapor SPT ",CNBC Indonesia,"Thu, 26 Mar 2026 14:00:44 +070",0,,https://www.cnbcindonesia.com/news/20260326134125-4-721593/usai-libur-lebaran-907-juta-wajib-pajak-tercatat-sudah-lapor-spt
Video: Prabowo Setujui Bea Keluar Batu Bara Mulai Efektif 1 April 2026,CNBC Indonesia,"Thu, 26 Mar 2026 14:00:40 +070",0,,https://www.cnbcindonesia.com/news/20260326124831-8-721552/video-prabowo-setujui-bea-keluar-batu-bara-mulai-efektif-1-april-2026
"Bukan Cuma iPhone, China Bikin Blackberry Canggih Rp 6 Jutaan",CNBC Indonesia,"Thu, 26 Mar 2026 13:55:00 +070",0,BUKA,https://www.cnbcindonesia.com/tech/20260326130147-37-721566/bukan-cuma-iphone-china-bikin-blackberry-canggih-rp-6-jutaan
"Harga BBM Mulai Mencekik, Ramai-Ramai Sopir Angkot Teriak",CNBC Indonesia,"Thu, 26 Mar 2026 13:50:00 +070",0,,https://www.cnbcindonesia.com/news/20260326111114-7-721532/harga-bbm-mulai-mencekik-ramai-ramai-sopir-angkot-teriak
"Video: Dunia Siaga Krisis, RI Belum Akan Batasi Pembelian BBM ",CNBC Indonesia,"Thu, 26 Mar 2026 13:45:56 +070",-1,,https://www.cnbcindonesia.com/news/20260326124759-8-721551/video-dunia-siaga-krisis-ri-belum-akan-batasi-pembelian-bbm
"Prabowo Titahkan Bahlil Optimalkan Energi Alternatif, Ini Contohnya",CNBC Indonesia,"Thu, 26 Mar 2026 13:45:00 +070",0,,https://www.cnbcindonesia.com/news/20260326123836-4-721548/prabowo-titahkan-bahlil-optimalkan-energi-alternatif-ini-contohnya
"Laba Amman Mineral (AMMN) Anjlok 60%, Ada Apa?",CNBC Indonesia,"Thu, 26 Mar 2026 13:40:08 +070",0,,https://www.cnbcindonesia.com/market/20260326125748-17-721567/laba-amman-mineral--ammn--anjlok-60-ada-apa
Bos AirAsia Terang-terangan Kondisi Terbaru Avtur-Fuel Surcharge di RI,CNBC Indonesia,"Thu, 26 Mar 2026 13:35:00 +070",0,,https://www.cnbcindonesia.com/news/20260326122615-4-721546/bos-airasia-terang-terangan-kondisi-terbaru-avtur-fuel-surcharge-di-ri
"Video: Puncak Arus Balik 29 Maret, 250 Ribu Kendaraan Balik Jakarta",CNBC Indonesia,"Thu, 26 Mar 2026 13:30:33 +070",0,,https://www.cnbcindonesia.com/news/20260326085302-8-721453/video-puncak-arus-balik-29-maret-250-ribu-kendaraan-balik-jakarta
"10 Perusahaan Paling Berkuasa di Laut Dunia, Asia Menantang Eropa",CNBC Indonesia,"Thu, 26 Mar 2026 13:30:19 +070",0,,https://www.cnbcindonesia.com/research/20260326103555-128-721508/10-perusahaan-paling-berkuasa-di-laut-dunia-asia-menantang-eropa
Waspada! Gunung Marapi Sumbar Erupsi Lagi,CNBC Indonesia,"Thu, 26 Mar 2026 13:28:38 +070",0,,https://www.cnbcindonesia.com/news/20260326132627-4-721581/waspada-gunung-marapi-sumbar-erupsi-lagi
Purbaya Ungkap Efisiensi Anggaran Bakal Dilakukan 3 Tahap,CNBC Indonesia,"Thu, 26 Mar 2026 13:25:38 +070",0,,https://www.cnbcindonesia.com/news/20260326112603-4-721530/purbaya-ungkap-efisiensi-anggaran-bakal-dilakukan-3-tahap
Ahli Ungkap Makanan Alami Turunkan Kolesterol Paling Cepat hingga 10%,CNBC Indonesia,"Thu, 26 Mar 2026 13:20:11 +070",-1,,https://www.cnbcindonesia.com/lifestyle/20260326121938-33-721545/ahli-ungkap-makanan-alami-turunkan-kolesterol-paling-cepat-hingga-10
"Video AS: Sedang Negosiasi Dengan Iran, Iran Bantah Adanya Negosiasi ",CNBC Indonesia,"Thu, 26 Mar 2026 13:15:05 +070",0,,https://www.cnbcindonesia.com/news/20260326111938-8-721525/video-as-sedang-negosiasi-dengan-iran-iran-bantah-adanya-negosiasi
"Spesifikasi HP Samsung Galaxy A57 dan Galaxy A37, Fitur AI Lengkap",CNBC Indonesia,"Thu, 26 Mar 2026 13:15:00 +070",0,,https://www.cnbcindonesia.com/tech/20260326123529-37-721564/spesifikasi-hp-samsung-galaxy-a57-dan-galaxy-a37-fitur-ai-lengkap
"Induk Facebook Bidik Valuasi US$9 T, Para Bos Dapat Bonus Segini",CNBC Indonesia,"Thu, 26 Mar 2026 13:10:35 +070",0,,https://www.cnbcindonesia.com/market/20260326121127-17-721549/induk-facebook-bidik-valuasi-us-9-t-para-bos-dapat-bonus-segini
"Dana Bagi Hasil Cukai Rokok Turun, Purbaya Beri Penjelasan",CNBC Indonesia,"Thu, 26 Mar 2026 13:05:27 +070",-1,,https://www.cnbcindonesia.com/news/20260326114917-4-721541/dana-bagi-hasil-cukai-rokok-turun-purbaya-beri-penjelasan
Resmi! Jepang Mulai Lepas Cadangan Minyak Strategis Demi Halau Krisis,CNBC Indonesia,"Thu, 26 Mar 2026 13:00:00 +070",-1,,https://www.cnbcindonesia.com/news/20260326124344-4-721550/resmi-jepang-mulai-lepas-cadangan-minyak-strategis-demi-halau-krisis
Video: Trump Berencana Kunjungi XI Pada Bulan Mei,CNBC Indonesia,"Thu, 26 Mar 2026 13:00:00 +070",0,,https://www.cnbcindonesia.com/news/20260326104112-8-721528/video-trump-berencana-kunjungi-xi-pada-bulan-mei
"Beli BBM di SPBU Pertamina Bisa Dapat Diskon Rp15.000, Begini Caranya",CNBC Indonesia,"Thu, 26 Mar 2026 12:55:00 +070",0,,https://www.cnbcindonesia.com/news/20260326104217-4-721510/beli-bbm-di-spbu-pertamina-bisa-dapat-diskon-rp15000-begini-caranya
"IHSG Hilang Tenaga, Sesi 1 Turun 1,21%",CNBC Indonesia,"Thu, 26 Mar 2026 12:50:37 +070",-1,,https://www.cnbcindonesia.com/market/20260326120853-17-721547/ihsg-hilang-tenaga-sesi-1-turun-121
Video: Harga BBM di AS Akan Turun Setelah Operasi Militer Iran Selesai,CNBC Indonesia,"Thu, 26 Mar 2026 12:50:00 +070",-1,,https://www.cnbcindonesia.com/news/20260326111938-8-721526/video-harga-bbm-di-as-akan-turun-setelah-operasi-militer-iran-selesai
Lengkap! Ini Peta Negara Paling Terdampak Perang Iran: Asia - Eropa,CNBC Indonesia,"Thu, 26 Mar 2026 12:45:24 +070",-1,,https://www.cnbcindonesia.com/research/20260326095207-128-721485/lengkap-ini-peta-negara-paling-terdampak-perang-iran-asia--eropa
Video: UE dan Australia Sepakati Perjanjian Perdagangan Bebas,CNBC Indonesia,"Thu, 26 Mar 2026 12:40:09 +070",0,,https://www.cnbcindonesia.com/news/20260326111937-8-721523/video-ue-australia-sepakati-perjanjian-perdagangan-bebas
"Amerika Makin 'Parno', Produk China Diblokir Total",CNBC Indonesia,"Thu, 26 Mar 2026 12:40:00 +070",0,,https://www.cnbcindonesia.com/tech/20260326112339-37-721529/amerika-makin-parno-produk-china-diblokir-total
"Amran Bikin Gebrakan Kurangi Impor Kedelai, 2029 Terasa Dampaknya",CNBC Indonesia,"Thu, 26 Mar 2026 12:35:00 +070",0,,https://www.cnbcindonesia.com/news/20260326112532-4-721538/amran-bikin-gebrakan-kurangi-impor-kedelai-2029-terasa-dampaknya
"Video: Inflasi Australia Bulan Februari Sebesar 3,7% YoY",CNBC Indonesia,"Thu, 26 Mar 2026 12:30:08 +070",-1,,https://www.cnbcindonesia.com/market/20260326112026-19-721524/video-inflasi-australia-bulan-februari-sebesar-37-yoy
"Prabowo Minta Pendapatan Baru Sektor Mineral, HPM Nikel Siap-Siap Naik",CNBC Indonesia,"Thu, 26 Mar 2026 12:30:00 +070",1,,https://www.cnbcindonesia.com/news/20260326112156-4-721527/prabowo-minta-pendapatan-baru-sektor-mineral-hpm-nikel-siap-siap-naik
"Turis Sepi, Hotel Thailand Banting Harga hingga 40% Jelang Songkran",CNBC Indonesia,"Thu, 26 Mar 2026 12:25:53 +070",0,,https://www.cnbcindonesia.com/lifestyle/20260326111253-33-721518/turis-sepi-hotel-thailand-banting-harga-hingga-40-jelang-songkran
Video: Harga BBM Malaysia Naik Per 26 Maret 2026,CNBC Indonesia,"Thu, 26 Mar 2026 12:20:10 +070",1,,https://www.cnbcindonesia.com/news/20260326104111-8-721522/video-harga-bbm-malaysia-naik-per-26-maret-2026
Bocoran OJK: Ada Bank di RI Mau Naik Kelas Jadi KBMI IV,CNBC Indonesia,"Thu, 26 Mar 2026 12:20:04 +070",1,,https://www.cnbcindonesia.com/market/20260326110400-17-721540/bocoran-ojk-ada-bank-di-ri-mau-naik-kelas-jadi-kbmi-iv
"Pelajaran dari Macet Parah di Gilimanuk, Ternyata Ini Letak Masalahnya",CNBC Indonesia,"Thu, 26 Mar 2026 12:15:00 +070",0,,https://www.cnbcindonesia.com/news/20260326110950-4-721521/pelajaran-dari-macet-parah-di-gilimanuk-ternyata-ini-letak-masalahnya
